SKU,FNSku,Condition,Brand,Manufacturer,ProductTitle,LongDescription,ShortDescription,Subtitle,ASIN,UPC,EAN,ISBN,MPN,Price,MAPPrice,MSRP,BundleType,ProductType,VariationVaryBy,CopyToChildren,MultipackQuantity,VariationParentSKU,SubStyleCode,IsInRelationship,NetWeight,GrossWeight,DimensionUnit,WeightUnit,ProductHeight,ProductLength,ProductWidth,BoxHeight,BoxLength,BoxWidth,HarmonizedCode,IsBlocked,Warranty,ClassificationNum,Gender,AgeGroup,NRFDepartment,CountryOfOrigin,OriginalUPC,CustomerProductSKU,VariationSet,StyleStatus,StyleType,Description,StyleCode,ParentStyleCode,ProductStyleCode,ColorPatternCode,ColorPatternCodeId,SizeType,SizeCode,SizeCodeId,WidthCode,WidthCodeId,LengthCode,LengthCodeId,ClassCode,SubClassCode,DepartmentCode,DivisionCode,OEMCode,AlternateCode,Remark,Model,CatalogPage,CategoryCode,GroupCode,SubGroupCode,ProductStatus,PriceRule,Stockable,Taxable,Costable,IsProfit,Currency,UOM,QtyPerPallot,QtyPerCase,QtyPerBox,PackType,PackQty,DefaultPackType,DefaultVendorCode,PoSize,MinStock,LeadTimeDay,ProductYear,MaterialsContent,CareInstructions,ColorCodeNRF,ColorGroupNRF,SizeCodeNRF,SizePrimaryNRF,SizeSecondaryNRF,SizeHeadingNRF,SizeHeading2NRF,CategoryNRF,SubCategoryNRF,DropshipPrice,CRVPrice,ColorDesc,SizeDesc,WidthDesc,LengthDesc,PrepackCode,PrepackQty,AddWarehouse,AddAvaQty,ShipLeadTimeDay,ShipHandlingFee,ReceiveHandlingFee,ReturnHandlingFee,StorageFee,DisableDropshipReturn,OptionName1,OptionName2,OptionName3,OptionName4,OptionName5,OptionValue1,OptionValue2,OptionValue3,OptionValue4,OptionValue5,DropshipCategoryCode,DropshipCategoryCodePath,Barcode,Tags
AVIANA-06-WHITE-9,,0,,,FUR SLIPPER,,,FUR SLIPPER,,,,,,16.25,0,16.25,0,1,,0,0,AVIANA-06,AVIANA-06-WHITE,0,0,1.3,0,0,0,0,0,5,5,12,,0,,0,,,,,,,,,,,AVIANA-06,,,WHITE,WHITE,,9,9,,,,,WOMEN,,,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,,0,0,0,,0,,,0,0,0,,,,,,,,,,,,,0,0,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
AVIANA-06-WHITE-9.5,,0,,,FUR SLIPPER,,,FUR SLIPPER,,,,,,16.25,0,16.25,0,1,,0,0,AVIANA-06,AVIANA-06-WHITE,0,0,1.3,0,0,0,0,0,5,5,12,,0,,0,,,,,,,,,,,AVIANA-06,,,WHITE,WHITE,,9.5,9.5,,,,,WOMEN,,,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,,0,0,0,,0,,,0,0,0,,,,,,,,,,,,,0,0,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
AVIANA-06-WHITE-A12,,0,,,FUR SLIPPER,,,FUR SLIPPER,,,,,,0,0,0,3,1,,0,0,AVIANA-06,AVIANA-06-WHITE,0,0,20,0,0,0,0,0,12,20,16,,0,,0,,,,,,,,,,,AVIANA-06,,,WHITE,WHITE,,,,,,,,WOMEN,,WHOLESALE,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,,0,0,0,,0,,,0,0,0,,,,,,,,,,,,,0,0,,,,,A12,12,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
AVIANA-06-WHITE-B12,,0,,,FUR SLIPPER,,,FUR SLIPPER,,,,,,0,0,0,3,1,,0,0,AVIANA-06,AVIANA-06-WHITE,0,0,20,0,0,0,0,0,12,20,16,,0,,0,,,,,,,,,,,AVIANA-06,,,WHITE,WHITE,,,,,,,,WOMEN,,WHOLESALE,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,,0,0,0,,0,,,0,0,0,,,,,,,,,,,,,0,0,,,,,B12,12,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
AVIANA-06-WHITE-S,,0,,,FUR SLIPPER,,,FUR SLIPPER,,,,,,0,0,0,3,1,,0,0,AVIANA-06,AVIANA-06-WHITE,0,0,20,0,0,0,0,0,12,20,16,,0,,0,,,,,,,,,,,AVIANA-06,,,WHITE,WHITE,,,,,,,,WOMEN,,,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,,0,0,0,,0,,,0,0,0,,,,,,,,,,,,,0,0,,,,,S,1,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-BLACK-10,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,8,0,8,0,1,,0,0,CAMILA-06,CAMILA-06-BLACK,0,0.56,1.58,0,0,0,0,0,5,7,12,,0,,0,,,,,,,,,,,CAMILA-06,,,BLACK,BLACK,,10,10,,,,,WOMEN,,,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-BLACK-11,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,8,0,8,0,1,,0,0,CAMILA-06,CAMILA-06-BLACK,0,0.56,1.58,0,0,0,0,0,5,7,12,,0,,0,,,,,,,,,,,CAMILA-06,,,BLACK,BLACK,,11,11,,,,,WOMEN,,,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-BLACK-12,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,8,0,8,0,1,,0,0,CAMILA-06,CAMILA-06-BLACK,0,0.56,1.58,0,0,0,0,0,5,7,12,,0,,0,,,,,,,,,,,CAMILA-06,,,BLACK,BLACK,,12,12,,,,,WOMEN,,,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-BLACK-5,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,8,0,8,0,1,,0,0,CAMILA-06,CAMILA-06-BLACK,0,0.56,1.58,0,0,0,0,0,5,7,12,,0,,0,,,,,,,,,,,CAMILA-06,,,BLACK,BLACK,,5,5,,,,,WOMEN,,,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-BLACK-5.5,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,8,0,8,0,1,,0,0,CAMILA-06,CAMILA-06-BLACK,0,0.56,1.58,0,0,0,0,0,5,7,12,,0,,0,,,,,,,,,,,CAMILA-06,,,BLACK,BLACK,,5.5,5.5,,,,,WOMEN,,,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-BLACK-6,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,8,0,8,0,1,,0,0,CAMILA-06,CAMILA-06-BLACK,0,0.56,1.58,0,0,0,0,0,5,7,12,,0,,0,,,,,,,,,,,CAMILA-06,,,BLACK,BLACK,,6,6,,,,,WOMEN,,,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-BLACK-6.5,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,8,0,8,0,1,,0,0,CAMILA-06,CAMILA-06-BLACK,0,0.56,1.58,0,0,0,0,0,5,7,12,,0,,0,,,,,,,,,,,CAMILA-06,,,BLACK,BLACK,,6.5,6.5,,,,,WOMEN,,,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-BLACK-7,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,8,0,8,0,1,,0,0,CAMILA-06,CAMILA-06-BLACK,0,0.56,1.58,0,0,0,0,0,5,7,12,,0,,0,,,,,,,,,,,CAMILA-06,,,BLACK,BLACK,,7,7,,,,,WOMEN,,,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-BLACK-7.5,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,8,0,8,0,1,,0,0,CAMILA-06,CAMILA-06-BLACK,0,0.56,1.58,0,0,0,0,0,5,7,12,,0,,0,,,,,,,,,,,CAMILA-06,,,BLACK,BLACK,,7.5,7.5,,,,,WOMEN,,,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-BLACK-8,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,8,0,8,0,1,,0,0,CAMILA-06,CAMILA-06-BLACK,0,0.56,1.58,0,0,0,0,0,5,7,12,,0,,0,,,,,,,,,,,CAMILA-06,,,BLACK,BLACK,,8,8,,,,,WOMEN,,,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-BLACK-8.5,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,8,0,8,0,1,,0,0,CAMILA-06,CAMILA-06-BLACK,0,0.56,1.58,0,0,0,0,0,5,7,12,,0,,0,,,,,,,,,,,CAMILA-06,,,BLACK,BLACK,,8.5,8.5,,,,,WOMEN,,,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-BLACK-9,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,8,0,8,0,1,,0,0,CAMILA-06,CAMILA-06-BLACK,0,0.56,1.58,0,0,0,0,0,5,7,12,,0,,0,,,,,,,,,,,CAMILA-06,,,BLACK,BLACK,,9,9,,,,,WOMEN,,,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-BLACK-9.5,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,8,0,8,0,1,,0,0,CAMILA-06,CAMILA-06-BLACK,0,0.56,1.58,0,0,0,0,0,5,7,12,,0,,0,,,,,,,,,,,CAMILA-06,,,BLACK,BLACK,,9.5,9.5,,,,,WOMEN,,,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-BLACK-A12,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,96,0,96,3,1,,0,0,CAMILA-06,CAMILA-06-BLACK,0,0.56,22,0,0,0,0,0,14,20,20,,0,,0,,,,,,,,,,,CAMILA-06,,,BLACK,BLACK,,,,,,,,WOMEN,,WHOLESALE,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,A12,12,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-BLACK-B12,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,96,0,96,3,1,,0,0,CAMILA-06,CAMILA-06-BLACK,0,0.56,22,0,0,0,0,0,14,20,20,,0,,0,,,,,,,,,,,CAMILA-06,,,BLACK,BLACK,,,,,,,,WOMEN,,WHOLESALE,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,B12,12,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-BLACK-S,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,96,0,96,3,1,,0,0,CAMILA-06,CAMILA-06-BLACK,0,0.56,22,0,0,0,0,0,14,20,20,,0,,0,,,,,,,,,,,CAMILA-06,,,BLACK,BLACK,,,,,,,,WOMEN,,,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,S,1,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-GREEN-10,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,8,0,8,0,1,,0,0,CAMILA-06,CAMILA-06-GREEN,0,0.56,1.58,0,0,0,0,0,5,7,12,,0,,0,,,,,,,,,,,CAMILA-06,,,GREEN,GREEN,,10,10,,,,,WOMEN,,,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-GREEN-11,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,8,0,8,0,1,,0,0,CAMILA-06,CAMILA-06-GREEN,0,0.56,1.58,0,0,0,0,0,5,7,12,,0,,0,,,,,,,,,,,CAMILA-06,,,GREEN,GREEN,,11,11,,,,,WOMEN,,,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-GREEN-12,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,8,0,8,0,1,,0,0,CAMILA-06,CAMILA-06-GREEN,0,0.56,1.58,0,0,0,0,0,5,7,12,,0,,0,,,,,,,,,,,CAMILA-06,,,GREEN,GREEN,,12,12,,,,,WOMEN,,,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-GREEN-5,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,8,0,8,0,1,,0,0,CAMILA-06,CAMILA-06-GREEN,0,0.56,1.58,0,0,0,0,0,5,7,12,,0,,0,,,,,,,,,,,CAMILA-06,,,GREEN,GREEN,,5,5,,,,,WOMEN,,,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-GREEN-5.5,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,8,0,8,0,1,,0,0,CAMILA-06,CAMILA-06-GREEN,0,0.56,1.58,0,0,0,0,0,5,7,12,,0,,0,,,,,,,,,,,CAMILA-06,,,GREEN,GREEN,,5.5,5.5,,,,,WOMEN,,,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-GREEN-6,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,8,0,8,0,1,,0,0,CAMILA-06,CAMILA-06-GREEN,0,0.56,1.58,0,0,0,0,0,5,7,12,,0,,0,,,,,,,,,,,CAMILA-06,,,GREEN,GREEN,,6,6,,,,,WOMEN,,,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-GREEN-6.5,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,8,0,8,0,1,,0,0,CAMILA-06,CAMILA-06-GREEN,0,0.56,1.58,0,0,0,0,0,5,7,12,,0,,0,,,,,,,,,,,CAMILA-06,,,GREEN,GREEN,,6.5,6.5,,,,,WOMEN,,,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-GREEN-7,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,8,0,8,0,1,,0,0,CAMILA-06,CAMILA-06-GREEN,0,0.56,1.58,0,0,0,0,0,5,7,12,,0,,0,,,,,,,,,,,CAMILA-06,,,GREEN,GREEN,,7,7,,,,,WOMEN,,,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-GREEN-7.5,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,8,0,8,0,1,,0,0,CAMILA-06,CAMILA-06-GREEN,0,0.56,1.58,0,0,0,0,0,5,7,12,,0,,0,,,,,,,,,,,CAMILA-06,,,GREEN,GREEN,,7.5,7.5,,,,,WOMEN,,,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-GREEN-8,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,8,0,8,0,1,,0,0,CAMILA-06,CAMILA-06-GREEN,0,0.56,1.58,0,0,0,0,0,5,7,12,,0,,0,,,,,,,,,,,CAMILA-06,,,GREEN,GREEN,,8,8,,,,,WOMEN,,,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-GREEN-8.5,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,8,0,8,0,1,,0,0,CAMILA-06,CAMILA-06-GREEN,0,0.56,1.58,0,0,0,0,0,5,7,12,,0,,0,,,,,,,,,,,CAMILA-06,,,GREEN,GREEN,,8.5,8.5,,,,,WOMEN,,,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-GREEN-9,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,8,0,8,0,1,,0,0,CAMILA-06,CAMILA-06-GREEN,0,0.56,1.58,0,0,0,0,0,5,7,12,,0,,0,,,,,,,,,,,CAMILA-06,,,GREEN,GREEN,,9,9,,,,,WOMEN,,,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-GREEN-9.5,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,8,0,8,0,1,,0,0,CAMILA-06,CAMILA-06-GREEN,0,0.56,1.58,0,0,0,0,0,5,7,12,,0,,0,,,,,,,,,,,CAMILA-06,,,GREEN,GREEN,,9.5,9.5,,,,,WOMEN,,,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-GREEN-A12,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,96,0,96,3,1,,0,0,CAMILA-06,CAMILA-06-GREEN,0,0.56,22,0,0,0,0,0,14,20,20,,0,,0,,,,,,,,,,,CAMILA-06,,,GREEN,GREEN,,,,,,,,WOMEN,,WHOLESALE,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,A12,12,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-GREEN-B12,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,96,0,96,3,1,,0,0,CAMILA-06,CAMILA-06-GREEN,0,0.56,22,0,0,0,0,0,14,20,20,,0,,0,,,,,,,,,,,CAMILA-06,,,GREEN,GREEN,,,,,,,,WOMEN,,WHOLESALE,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,B12,12,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-GREEN-S,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,96,0,96,3,1,,0,0,CAMILA-06,CAMILA-06-GREEN,0,0.56,22,0,0,0,0,0,14,20,20,,0,,0,,,,,,,,,,,CAMILA-06,,,GREEN,GREEN,,,,,,,,WOMEN,,,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,S,1,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-LILAC-10,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,8,0,8,0,1,,0,0,CAMILA-06,CAMILA-06-LILAC,0,0.56,1.58,0,0,0,0,0,5,7,12,,0,,0,,,,,,,,,,,CAMILA-06,,,LILAC,LILAC,,10,10,,,,,WOMEN,,,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-LILAC-11,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,8,0,8,0,1,,0,0,CAMILA-06,CAMILA-06-LILAC,0,0.56,1.58,0,0,0,0,0,5,7,12,,0,,0,,,,,,,,,,,CAMILA-06,,,LILAC,LILAC,,11,11,,,,,WOMEN,,,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-LILAC-12,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,8,0,8,0,1,,0,0,CAMILA-06,CAMILA-06-LILAC,0,0.56,1.58,0,0,0,0,0,5,7,12,,0,,0,,,,,,,,,,,CAMILA-06,,,LILAC,LILAC,,12,12,,,,,WOMEN,,,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-LILAC-5,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,8,0,8,0,1,,0,0,CAMILA-06,CAMILA-06-LILAC,0,0.56,1.58,0,0,0,0,0,5,7,12,,0,,0,,,,,,,,,,,CAMILA-06,,,LILAC,LILAC,,5,5,,,,,WOMEN,,,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-LILAC-5.5,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,8,0,8,0,1,,0,0,CAMILA-06,CAMILA-06-LILAC,0,0.56,1.58,0,0,0,0,0,5,7,12,,0,,0,,,,,,,,,,,CAMILA-06,,,LILAC,LILAC,,5.5,5.5,,,,,WOMEN,,,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-LILAC-6,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,8,0,8,0,1,,0,0,CAMILA-06,CAMILA-06-LILAC,0,0.56,1.58,0,0,0,0,0,5,7,12,,0,,0,,,,,,,,,,,CAMILA-06,,,LILAC,LILAC,,6,6,,,,,WOMEN,,,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
CAMILA-06-LILAC-6.5,,0,CB,,COSS FRONT SLIP ON SLIDES,,,COSS FRONT SLIP ON SLIDES,,,,,,8,0,8,0,1,,0,0,CAMILA-06,CAMILA-06-LILAC,0,0.56,1.58,0,0,0,0,0,5,7,12,,0,,0,,,,,,,,,,,CAMILA-06,,,LILAC,LILAC,,6.5,6.5,,,,,WOMEN,,,,,,,,,,2022SS,,0,,FALSE,TRUE,FALSE,FALSE,,CASE,0,0,0,,0,,TF,0,0,0,,,,,,,,,,,,,0,0,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
